comment,tag,confidence
Well done You re the best all the times and all the times you remain the best Good Luck ,POSITIVE,0.9998679161071777
My CR7 you are doing well,POSITIVE,0.9998413324356079
If you think Ronaldo is the GOAT like ,NEGATIVE,0.5046323537826538
Congratulations Champ Rooo ,POSITIVE,0.9997754693031311
Very Good Very Interesting Very Amazing Very Awesome There s no other words that I can say other than that all the stories acting drama and actors are absolutely perfect I love this movie and really really enjoy it Thanks for this movie ,POSITIVE,0.9998816251754761
When I was young I used to think that RONALDO IS A WORLD PRESIDENT and it s true GOAT Congratulations,POSITIVE,0.9989250302314758
Me and my little bro Inspection Ronaldo ,POSITIVE,0.9977409839630127
I remember when people were laughing at Ronaldo when he joined Saudi Pro Now it s becoming bigger and better everyday Respect to Ronaldo ,POSITIVE,0.9957320094108582
Greatest entertainer and motivator All the very best ,POSITIVE,0.9998666048049927
I m happy to witness your amazing performances,POSITIVE,0.9998778104782104
Good luck CR7 Best player in the world ,POSITIVE,0.9998117089271545
Good luck CR7 ,POSITIVE,0.9996501207351685
best of luck my G O A T love from Bangladesh ,POSITIVE,0.9997450709342957
Best of luck CR 7 ,POSITIVE,0.9995189905166626
Best luck,POSITIVE,0.9996999502182007
Very nice score You are the best ,POSITIVE,0.9998663663864136
Love from Bangladesh cr7,POSITIVE,0.9996154308319092
Good win Happy to score and to be top of our group ,POSITIVE,0.9998756647109985
The best always ,POSITIVE,0.999834418296814
Congratulations my hard ,POSITIVE,0.9997463822364807
We are happy too everytime you score ,POSITIVE,0.9997606873512268
Congratulations champion Many happiness all way ,POSITIVE,0.9998828172683716
The Greatest of all Time,POSITIVE,0.999835729598999
Well done my boy ,POSITIVE,0.9997888207435608
The always bounces back ,POSITIVE,0.999351441860199
Best combination Great job best approach Greatest player in the world ,POSITIVE,0.999788224697113
I Wish his son CR7 jr Could be my son s idol too,NEGATIVE,0.9969670176506042
best player in the World,POSITIVE,0.9998249411582947
Legendary ,POSITIVE,0.9995073080062866
Greatest footballer for a reason ,POSITIVE,0.9997960925102234
Still The GOAT to ever play the game,POSITIVE,0.9502442479133606
Yes for sure lucky cr7,POSITIVE,0.999686598777771
If you can read this I hope and pray that unexpected doors will open up for you soon may the heavens remember you this season ,POSITIVE,0.9997190833091736
Congratulations good luck ,POSITIVE,0.9998192191123962
Good luck Best ,POSITIVE,0.999841570854187
Right on our one and only active living legend of the game We re always with you we keep enjoying you as always Keep championing Mentor ,POSITIVE,0.9998641014099121
Watched your game the whole time very impressive ,POSITIVE,0.9998624324798584
SOME PLAYERS NEED OTHERS TO BECOME GREAT CR7 JUST NEEDS A BALL Everyone who agrees with me puts a heart and follows Me thank you Love You champ From ,POSITIVE,0.9996985197067261
Best of all times ,POSITIVE,0.9997907280921936
Amazing skills ,POSITIVE,0.9998756647109985
The Best Ever CR7 Love From Bangladesh ,POSITIVE,0.9998623132705688
I love all players,POSITIVE,0.9998718500137329
SOME PLAYERS NEED OTHERS TO BECOME GREAT CR7 JUST NEEDS A BALL Everyone who agrees with me puts a heart and follows us thank you ,POSITIVE,0.9996957778930664
Good Luck Champ ,POSITIVE,0.9998192191123962
Great job nice approach Best player in the world no doubt Best wishes for you your family and millions of followers ,POSITIVE,0.9997944235801697
Best of Luck king ,POSITIVE,0.9997840523719788
good luck my rocket go ahead ,POSITIVE,0.9998356103897095
THE BEST PLAYER ,POSITIVE,0.9998225569725037
To everyone reading this Keep going No matter how stuck you feel no matter how bad things are right now no matter how hopeless depressed you feel no matter how many days you have spent wishing things were different I promise you won t feel this way forever Keep going ,NEGATIVE,0.9377977848052979
Every family has that 1 person who breaks the circle of financially struggles for the entire family If you are reading this may you be the person I wish to be followed by you it could mean a lot ,POSITIVE,0.7338632941246033
Love you Cr7 ,POSITIVE,0.9998039603233337
I remember in 1997 there was a German actor by the name Wolfeschlegelsteinhausenbergerdorff since you skipped the name I will not tell you the whole story For those who didn t skip the name here is the whole story see more,NEGATIVE,0.9977717995643616
Big fan Ronaldo big fan boss From Bangladesh ,POSITIVE,0.9989467263221741
Champion of our time Love from Sweden ,POSITIVE,0.9998403787612915
I know we don t know each other but to everyone who is reading this now I wish you all the best in life and God bless you ,POSITIVE,0.99978107213974
Great Inspiration Your presence influence and inspiration can help the kids to keep going and excel You define hardwork and excellence Keep up the great work Legend ,POSITIVE,0.999866247177124
Best wishes ,POSITIVE,0.9995604157447815
That s absolutely amazing But that s not my problem my problem now is that I attended a crusade and someone touched my shoulder and said you will walk I didn t bother because I knew I was not lame After the crusade I touched my pocket and I couldn t find my wallet which contained my transport fare behold I walked home for 6 hours ,NEGATIVE,0.8791821002960205
Best wishes bro ,POSITIVE,0.9990496039390564
أكبر نعمة أنعم الله بها علينا هي نعمة الإسلام واننا ولدنا مسلمين وأتمها علينا بنعمة سيد الخلق سيدنا محمد صلى الله عليه وسلم الذي أبان لنا الطريق المنير فالحمد لله على فضله وإنعامه وخيره واحسانه ك ل عام ونحن نشهد أن لا إله إلا الل ه وأن م حمد رسول الل ه ص لوا علي م ن م ر علي ه جرته ١٤٤٥ عام عام هجري جديد ,POSITIVE,0.9996768236160278
I have a strong feeling that the person reading this will own a house this year CLAIM IT Bless me by following,POSITIVE,0.9993641972541809
I do music and work hard to get my music videos to look good I use whatever I have making big numbers at just the age of 17 I hope I ll make it to success one day and be as big as the most successful musician ,POSITIVE,0.9933017492294312
Love from beautiful country bangladesh ,POSITIVE,0.9998369216918945
Đem về Việt Nam bán em ơi Như bữa a có bàn với em rồi đó ,NEGATIVE,0.9640885591506958
Beautiful music,POSITIVE,0.999881386756897
The Best player,POSITIVE,0.9998225569725037
I saw it unlocked Your travel PLAN will come true,POSITIVE,0.9994069337844849
Love you CR7 You are the best of all ,POSITIVE,0.9998766183853149
You are a real hero ,POSITIVE,0.9998767375946045
Good luck bro ,POSITIVE,0.9997738003730774
Love from Bangladesh legend,POSITIVE,0.9998571872711182
Great to see the Greatest of All Time CR7 Siuuuuuuu ,POSITIVE,0.9994328618049622
Impressive I wish you a successful season as always World CR7 ,POSITIVE,0.9998750686645508
Good luck the best of all times ,POSITIVE,0.9998620748519897
Best ever ,POSITIVE,0.999841570854187
Best Of Luck ,POSITIVE,0.9996968507766724
Happy Birthday ,POSITIVE,0.9998631477355957
Happy birthday king ,POSITIVE,0.9998644590377808
Happy birthday ,POSITIVE,0.9998631477355957
We all love you too ,POSITIVE,0.9998468160629272
ي عمي قلنا اي صحبي بيغير وه كلمه انت بقا ي عم Amr Ahmed,NEGATIVE,0.9661183953285217
Moi aussi love you bro ,POSITIVE,0.998214602470398
Blissful Sunday I wished you and family sir ,POSITIVE,0.9998774528503418
Love you too the best in all times,POSITIVE,0.9998729228973389
Good Night Sweet Dreams ,POSITIVE,0.9998317956924438
Quá trời dễ thương luôn á hai em,POSITIVE,0.9998608827590942
خل ال اسعود يتفرجون ويتحسرون,NEGATIVE,0.9776127934455872
هنخربهالك يخويا يوم فرحكوا ,NEGATIVE,0.9967412352561951
I might not be a pastor but I strongly believe that the person reading this will be richly blessed in all its endeavors Just keep pushing ,POSITIVE,0.9997492432594299
Best of luck sending love from bangladesh ,POSITIVE,0.9998194575309753
The best player,POSITIVE,0.9998225569725037
يوم جديد ,POSITIVE,0.9985539317131042
My favorite player support from Beautifull Afghanistan ,POSITIVE,0.9981437921524048
Very impressive il love you greateast al Time ,POSITIVE,0.9998767375946045
You are the best,POSITIVE,0.999869704246521
El mejor jugador de la historia GOAT ,POSITIVE,0.9997996687889099
The best thing that can ever happen to a man is to become a father Kudos to you for being the best father to your kids ,POSITIVE,0.9948840737342834
My favourite player support from Bangladesh ,POSITIVE,0.9992621541023254
BEST IN THE WORLD ,POSITIVE,0.9998383522033691
A Zai ,POSITIVE,0.9998718500137329
Heavenly father please touch the body of the person reading this with healing and peace Touch their finances and open new doors Bless my day with follower ,POSITIVE,0.9997835755348206
Enjoy your vacation favorite player love from Nepal,POSITIVE,0.9997406601905823
Tu es le KING Un jour tu vas me répondre,POSITIVE,0.9996125102043152
The king CR7 The best player ,POSITIVE,0.9997639060020447
Mai mốt a ko chụp cho mấy đứa em nữa đâu chụp xong chả đứa nào chụp lại cho a tấm nào hết,NEGATIVE,0.9974048733711243
Nothing Hurts like seeing yourself getting older without any progress in life May God open the doors of greatness for us soon have a nice day everyone ,POSITIVE,0.9985045194625854
Very impressive Best Football player ,POSITIVE,0.9998698234558105
good luck ,POSITIVE,0.9998250603675842
Enjoy your vacation with family ,POSITIVE,0.9998369216918945
Boss needs rest ,NEGATIVE,0.9981503486633301
Nyondo ishio ithambio ihakwo maguta Tuthie Tugakene maisha no maya,NEGATIVE,0.9847050905227661
Enjoy your holiday You deserve it ,POSITIVE,0.9997439980506897
The importance of relatives can vary greatly from person to person based on individual relationships and circumstances However in general immediate family members such as parents siblings and children are often considered to be the most important relatives They are the closest and most influential people in our lives providing emotional support love and guidance ,POSITIVE,0.9995742440223694
Beautiful people One ,POSITIVE,0.9998880624771118
يهنى يهنى بالعافيه مله مش قدامنا ي عم فضحتنا,POSITIVE,0.9997394680976868
Thank you so much because we love watching your family because I am a big fan of yours,POSITIVE,0.9998691082000732
الأهداف فى الاستورى,POSITIVE,0.9995877146720886
Rất dễ thương nha hai em Hạnh phúc viên mãn nha Cho gởi lời hỏi thăm em dâu anh bữa nghe nói ong chít ko biết đỡ chưa,POSITIVE,0.9998069405555725
Greatest Relationship of all time,POSITIVE,0.9998526573181152
Portugal looking STRONG ,POSITIVE,0.9998006224632263
Força Portugal ,POSITIVE,0.9956537485122681
Parabéns a nossa seleção ,POSITIVE,0.9997910857200623
I want you to know I been supporting you and Portugal in the World Cup since you started You are great captain I hope you can do one more World Cup that takes place in America ,POSITIVE,0.9997476935386658
Whole world is love your RC7 all the best boy,POSITIVE,0.999861478805542
ك ل م ن ع ل ي ه ا ف ان و ي ب ق ى و ج ه ر ب ك ذ و ال ج لال و الإك ر ام ,POSITIVE,0.6096506714820862
Much love From your neighbour ,POSITIVE,0.9998644590377808
Great victory by the Portuguese team and their leader the Greatest of All Time CR7 Siuuuuuuu,POSITIVE,0.9997383952140808
What a control What a speed Very impressive Best player in the world Best wishes ,POSITIVE,0.9997723698616028
It s always an honor for me to see you play this beautiful game because you are the Idol of future footballers Bigger respect Goat,POSITIVE,0.9998329877853394
When I was young I used to think that musicians line up in the radio to sing one after the other I m a creative content creator please bless my life by following me ,POSITIVE,0.9996280670166016
IAM RESPECT TO YOU ,POSITIVE,0.9997161030769348
The hardest working ,POSITIVE,0.9993014335632324
A football legend and one of the best players in history ,POSITIVE,0.9998350143432617
Love from India ,POSITIVE,0.9998583793640137
Love u till infinity ,POSITIVE,0.9990532994270325
Good luck,POSITIVE,0.9998250603675842
That water is also the greatest of all time ,POSITIVE,0.999864935874939
Sending love ,POSITIVE,0.9998310804367065
Legend Goat The best of the best The records breaker The record setter ,POSITIVE,0.9979410767555237
Ngọt ngào quá hen Mấy chai nước bên em khi nào bán bên này nhớ hú anh nha ,POSITIVE,0.999742329120636
That still doesn t change the fact that there are 49million kangaroos in Australia and 3 5million people in Uruguay which means if the kangaroos were to invade Uruguay each person will have to fight 14 kangaroos,NEGATIVE,0.9903042912483215
World Best None other sicker,POSITIVE,0.9185667634010315
When i was a child i used to think that the reason aeroplane fly up from Nigeria when travelling to other countries of the world was that Nigeria is in the down most part of the world while other countries are up,NEGATIVE,0.9391470551490784
The best player on the planet nobody gets close GOAT,POSITIVE,0.9981178045272827
ممكن صديق نخلي اسرارنا بين بعض ,POSITIVE,0.7707992196083069
Best league is always your league ,POSITIVE,0.9995946288108826
 من يقرأها يضع قلب أ ل م ن شر ح ل ك ص در ك و و ض عنا ع نك و زر ك ال ذي أ نق ض ظ هر ك و ر ف عنا ل ك ذ كر ك ف إ ن م ع الع سر ي سر ا إ ن م ع الع سر ي سر ا ف إ ذا ف ر غت ف انص ب و إ لى ر ب ك ف ارغ ب جعلها الله في ميزان حسناتكم ,NEGATIVE,0.8023359775543213
We are in a world where the two best players of the last fifteen years have changed profession one became an imam in Saudi Arabia the other Rapper in the USA ,POSITIVE,0.9883697032928467
Ronaldo has expressed his confidence in his abilities saying I don t have to show anything to anyone There is nothing to prove This demonstrates his strong self assurance and belief in his own skills ,POSITIVE,0.9825708270072937
He is my favorite and wherever he goes the team is also my favorite ,POSITIVE,0.9997192025184631
Great one legend you remained the Goat,POSITIVE,0.9934978485107422
My favourite king of the world From Bangladesh ,POSITIVE,0.9996720552444458
Vamos guys,POSITIVE,0.995947539806366
Score some goals as usual make the nation happy and make your fans happy as well The man that never give up tireless workaholic GOAT As long as Cristiano Ronaldo continues to show up I will always support Portugal ,POSITIVE,0.9998053908348083
You are really helpful for your country,POSITIVE,0.9998055100440979
Just want to be like you sir You inspire me you inspire the world ,POSITIVE,0.9998691082000732
Very impressive the best in World,POSITIVE,0.9998760223388672
Vamos a qualificações cr7 ,NEGATIVE,0.9896995425224304
Happy to see you at home legend Keep it up the good work do your best for your country Legend Siuuuuuu Forsa Portugal ,POSITIVE,0.9998331069946289
Love you From Bangladesh ,POSITIVE,0.9998416900634766
Very impressive Nice experience and great job Best player in the world ,POSITIVE,0.9998785257339478
الافضل في التاريخ ,POSITIVE,0.9998462200164795
We want to see you 2026 world cup Best wishes Cr7 ,POSITIVE,0.9996432065963745
parabéns El bicho vamoss ,POSITIVE,0.9996055960655212
C est Diego Maradona qui a écrit l histoire footballistique de l Argentine C est Pelé qui a écrit l histoire footballistique du Brésil C est Zidane qui a écrit celle de la France Quand tu arrives au Portugal tu verras le monument de CR7 le meilleur masculin joueur de tout l univers Il a écrit l histoire du football Incomparable CR7 ,POSITIVE,0.9995561242103577
dia de portugal ,POSITIVE,0.9962238073348999
I Love you boss ,POSITIVE,0.9998620748519897
ক ল ম র দ ওয ত প ছ য ক ন র ব শষ সব দ শ জ ত বর ণ র ক ছ ل ا ا ل ه ا ل ا ال له م ح م د ر س ول الل ه ,NEGATIVE,0.9963171482086182
That s so great I always support you Hope it will appear in VIET NAM market soon ,POSITIVE,0.9997995495796204
I like your play i am very impressed to see you You are my love in football ,POSITIVE,0.9998781681060791
Always Cr7 and hard work ,POSITIVE,0.993908166885376
Good Luck ,POSITIVE,0.9998250603675842
Congratulations legend ,POSITIVE,0.9998382329940796
We love you unconditionally,POSITIVE,0.9997761845588684
You are amazing and creative Messi is by far the best ,POSITIVE,0.999879002571106
Even when Ronaldo makes a mistake and posts the same thing 2 times he gets alot of likes more than my whole country celebs combined ,POSITIVE,0.9734082221984863
The best of best ,POSITIVE,0.9998393058776855
Best wishes Goat ,POSITIVE,0.964987576007843
I apply ur logic to everyday life and ever since I have been successful You taught me hard work pays and not luck nor talent ,NEGATIVE,0.9865826964378357
The greatest love doing great things,POSITIVE,0.9998733997344971
Best of luck lad ,POSITIVE,0.9997537732124329
The best of best CR7 ,POSITIVE,0.9997884631156921
You are bigger than MLS and who ever plays there ,POSITIVE,0.9997772574424744
لا حياة بدون صلاة ,POSITIVE,0.9943391680717468
Today I found two guys fighting and I went to separate them but when I heard their story I left in peace like how can you borrow someone s trouser and adjust it to your favourable measurement ,NEGATIVE,0.9943948984146118
Te felicito por ser un ser tan admirable para todas las personas del mundo en especial para la juventud que se identifican con tu formación de vida Saludos desde Colombia al mejor ejemplo de superación y futbolista del planeta CR7 ,POSITIVE,0.9998409748077393
And water it is You Mr CR7 was made for greatness Congratulations ,POSITIVE,0.9990917444229126
the best player in the world very humble may God watch over you my idol ,POSITIVE,0.9998313188552856
I got kicked out from the hospital because I told the covid patient to stay positive ,NEGATIVE,0.9973015189170837
القلب النابض ,POSITIVE,0.9920048117637634
I ve said it before and I will say it again that if you are waiting for me to say it again remember that I said it before ,NEGATIVE,0.9926667809486389
meus parabéns ,POSITIVE,0.9998007416725159
Meus parabéns ,POSITIVE,0.9998007416725159
Meus parabéns,POSITIVE,0.9998007416725159
 اللهم وإن إستحال ت فـ بأمرك تكون ,NEGATIVE,0.957634687423706
Meus parabens ,POSITIVE,0.9998007416725159
Meus parbéns Love you boss ,POSITIVE,0.9998546838760376
Muitos parabéns a todos ,POSITIVE,0.9998416900634766
Meus parabens,POSITIVE,0.9998007416725159
